,Customer ID,Company,Frequency
147,27387.0,Yellow Cab,3
148,29604.0,Yellow Cab,2
149,29107.0,Pink Cab,2
150,29107.0,Yellow Cab,2
151,27289.0,Pink Cab,2
152,27289.0,Yellow Cab,1
153,29248.0,Pink Cab,3
154,29248.0,Yellow Cab,1
155,29510.0,Pink Cab,1
156,29510.0,Yellow Cab,6
157,29176.0,Yellow Cab,3
158,28435.0,Yellow Cab,2
159,28757.0,Pink Cab,1
160,28757.0,Yellow Cab,3
161,27856.0,Pink Cab,3
162,27856.0,Yellow Cab,1
163,27183.0,Pink Cab,2
164,27183.0,Yellow Cab,2
165,28989.0,Pink Cab,3
166,28989.0,Yellow Cab,1
167,29075.0,Yellow Cab,2
168,28518.0,Yellow Cab,2
169,29763.0,Yellow Cab,5
170,29233.0,Pink Cab,1
171,29233.0,Yellow Cab,3
172,27106.0,Yellow Cab,1
173,27485.0,Yellow Cab,3
174,29031.0,Pink Cab,1
175,29031.0,Yellow Cab,3
176,28444.0,Yellow Cab,2
177,27350.0,Yellow Cab,3
178,27570.0,Pink Cab,2
179,27570.0,Yellow Cab,1
180,29810.0,Yellow Cab,3
181,27537.0,Yellow Cab,2
182,29091.0,Yellow Cab,2
183,27145.0,Yellow Cab,2
184,29773.0,Yellow Cab,3
185,29083.0,Yellow Cab,3
186,27319.0,Pink Cab,1
187,27319.0,Yellow Cab,3
188,29053.0,Yellow Cab,3
189,28316.0,Pink Cab,1
190,28316.0,Yellow Cab,4
191,28628.0,Yellow Cab,1
192,27721.0,Yellow Cab,3
193,27385.0,Pink Cab,1
194,27385.0,Yellow Cab,5
195,28572.0,Pink Cab,4
196,28572.0,Yellow Cab,4
197,29914.0,Pink Cab,1
198,29914.0,Yellow Cab,2
199,27076.0,Pink Cab,2
200,27076.0,Yellow Cab,1
201,28091.0,Pink Cab,1
202,29733.0,Pink Cab,2
203,29733.0,Yellow Cab,5
204,27838.0,Yellow Cab,1
205,29872.0,Yellow Cab,2
206,27831.0,Pink Cab,2
207,27831.0,Yellow Cab,1
208,28328.0,Pink Cab,1
209,28328.0,Yellow Cab,3
210,28157.0,Pink Cab,1
211,28157.0,Yellow Cab,2
212,27451.0,Yellow Cab,3
213,27168.0,Yellow Cab,3
214,29420.0,Yellow Cab,5
215,29990.0,Pink Cab,1
216,29990.0,Yellow Cab,2
217,27580.0,Pink Cab,1
218,27580.0,Yellow Cab,2
219,29457.0,Pink Cab,3
220,29457.0,Yellow Cab,3
221,27708.0,Pink Cab,1
222,27708.0,Yellow Cab,5
223,28866.0,Yellow Cab,3
224,28407.0,Pink Cab,2
225,28407.0,Yellow Cab,6
226,29956.0,Yellow Cab,3
227,28011.0,Yellow Cab,2
228,29495.0,Pink Cab,1
229,29495.0,Yellow Cab,2
230,29525.0,Pink Cab,1
231,29525.0,Yellow Cab,2
232,28079.0,Pink Cab,1
233,28079.0,Yellow Cab,1
234,28136.0,Pink Cab,1
235,28136.0,Yellow Cab,2
236,28685.0,Pink Cab,1
237,28685.0,Yellow Cab,1
238,27280.0,Pink Cab,3
239,27280.0,Yellow Cab,2
240,29924.0,Pink Cab,1
241,29924.0,Yellow Cab,3
242,28114.0,Pink Cab,1
243,28114.0,Yellow Cab,2
244,27292.0,Pink Cab,1
245,27292.0,Yellow Cab,3
246,29240.0,Yellow Cab,1
247,29195.0,Yellow Cab,1
248,27518.0,Yellow Cab,3
249,28208.0,Pink Cab,1
250,28208.0,Yellow Cab,3
251,27739.0,Pink Cab,1
252,27739.0,Yellow Cab,3
253,29114.0,Pink Cab,1
254,29114.0,Yellow Cab,5
255,28695.0,Yellow Cab,2
256,27812.0,Pink Cab,1
257,27812.0,Yellow Cab,2
258,27635.0,Yellow Cab,3
259,28842.0,Pink Cab,1
260,28842.0,Yellow Cab,4
261,29446.0,Pink Cab,2
262,29446.0,Yellow Cab,1
263,27655.0,Yellow Cab,3
264,29879.0,Yellow Cab,4
265,27096.0,Yellow Cab,1
266,28625.0,Pink Cab,2
267,28625.0,Yellow Cab,3
268,27505.0,Yellow Cab,1
269,28855.0,Pink Cab,1
270,28855.0,Yellow Cab,1
271,28873.0,Pink Cab,2
272,28873.0,Yellow Cab,1
273,28436.0,Pink Cab,2
274,28436.0,Yellow Cab,1
275,27622.0,Pink Cab,1
276,27622.0,Yellow Cab,3
277,29759.0,Pink Cab,2
278,29759.0,Yellow Cab,1
279,29858.0,Pink Cab,1
280,29858.0,Yellow Cab,3
281,27761.0,Pink Cab,1
282,27761.0,Yellow Cab,3
283,27578.0,Yellow Cab,1
284,27782.0,Yellow Cab,5
285,28040.0,Pink Cab,1
286,28040.0,Yellow Cab,3
287,28090.0,Pink Cab,2
288,28090.0,Yellow Cab,5
289,27701.0,Pink Cab,1
290,27701.0,Yellow Cab,5
291,29415.0,Pink Cab,1
292,29415.0,Yellow Cab,2
293,27976.0,Yellow Cab,2
294,29398.0,Yellow Cab,6
295,27966.0,Yellow Cab,2
296,27484.0,Pink Cab,1
297,27484.0,Yellow Cab,2
298,27621.0,Pink Cab,1
299,27621.0,Yellow Cab,3
300,27178.0,Pink Cab,1
301,27178.0,Yellow Cab,4
302,28790.0,Yellow Cab,2
303,29846.0,Yellow Cab,6
304,29886.0,Pink Cab,2
305,29886.0,Yellow Cab,4
306,28411.0,Yellow Cab,2
307,27870.0,Pink Cab,3
308,27870.0,Yellow Cab,2
309,29496.0,Pink Cab,2
310,27152.0,Pink Cab,2
311,27152.0,Yellow Cab,3
312,27199.0,Pink Cab,3
313,27199.0,Yellow Cab,3
314,29461.0,Pink Cab,3
315,27478.0,Pink Cab,1
316,27478.0,Yellow Cab,4
317,29074.0,Pink Cab,2
318,29074.0,Yellow Cab,4
319,27922.0,Yellow Cab,2
320,29835.0,Yellow Cab,3
321,29766.0,Pink Cab,1
322,29766.0,Yellow Cab,1
323,28492.0,Yellow Cab,3
324,27014.0,Yellow Cab,3
325,28423.0,Yellow Cab,4
326,27886.0,Yellow Cab,4
327,27226.0,Pink Cab,2
328,27226.0,Yellow Cab,4
329,27084.0,Yellow Cab,3
330,28478.0,Yellow Cab,2
331,28394.0,Yellow Cab,2
332,29828.0,Yellow Cab,3
333,29157.0,Pink Cab,1
334,29157.0,Yellow Cab,2
335,27444.0,Pink Cab,2
336,27444.0,Yellow Cab,2
337,27013.0,Yellow Cab,2
338,28705.0,Pink Cab,1
339,29860.0,Pink Cab,2
340,29860.0,Yellow Cab,1
341,28843.0,Pink Cab,2
342,28843.0,Yellow Cab,5
343,28924.0,Pink Cab,1
344,28924.0,Yellow Cab,3
345,27792.0,Pink Cab,3
346,27630.0,Pink Cab,2
347,27630.0,Yellow Cab,2
348,28579.0,Pink Cab,1
349,28579.0,Yellow Cab,2
350,29752.0,Yellow Cab,1
351,29377.0,Yellow Cab,3
352,28376.0,Yellow Cab,1
353,28772.0,Yellow Cab,3
354,27386.0,Pink Cab,1
355,27386.0,Yellow Cab,1
356,29556.0,Yellow Cab,4
357,27894.0,Yellow Cab,6
358,29630.0,Yellow Cab,2
359,28480.0,Pink Cab,1
360,28480.0,Yellow Cab,3
361,28107.0,Pink Cab,1
362,28107.0,Yellow Cab,5
363,28380.0,Yellow Cab,5
364,28716.0,Yellow Cab,2
365,27413.0,Pink Cab,1
366,27413.0,Yellow Cab,5
367,29718.0,Yellow Cab,3
368,28946.0,Yellow Cab,3
369,29341.0,Pink Cab,1
370,29341.0,Yellow Cab,3
371,27571.0,Yellow Cab,4
372,29501.0,Pink Cab,1
373,29501.0,Yellow Cab,1
374,28856.0,Pink Cab,1
375,28856.0,Yellow Cab,3
376,29156.0,Pink Cab,2
377,29156.0,Yellow Cab,4
378,28241.0,Pink Cab,1
379,28241.0,Yellow Cab,2
380,28290.0,Pink Cab,2
381,28290.0,Yellow Cab,1
382,27591.0,Pink Cab,1
383,27591.0,Yellow Cab,1
384,28823.0,Pink Cab,3
385,27207.0,Pink Cab,1
386,27207.0,Yellow Cab,2
387,29785.0,Pink Cab,1
388,29785.0,Yellow Cab,2
389,29891.0,Pink Cab,1
390,29891.0,Yellow Cab,3
391,29909.0,Yellow Cab,1
392,28898.0,Yellow Cab,1
393,29676.0,Yellow Cab,6
394,28027.0,Yellow Cab,2
395,27649.0,Yellow Cab,1
396,29054.0,Yellow Cab,3
397,29829.0,Pink Cab,2
398,29829.0,Yellow Cab,3
399,28387.0,Pink Cab,1
400,28387.0,Yellow Cab,2
401,28938.0,Yellow Cab,6
402,27262.0,Yellow Cab,2
403,28699.0,Pink Cab,1
404,28699.0,Yellow Cab,1
405,29102.0,Yellow Cab,2
406,29653.0,Pink Cab,1
407,29653.0,Yellow Cab,5
408,27667.0,Pink Cab,2
409,27667.0,Yellow Cab,2
410,28966.0,Pink Cab,2
411,28966.0,Yellow Cab,5
412,28081.0,Pink Cab,2
413,28081.0,Yellow Cab,2
414,27959.0,Pink Cab,2
415,27959.0,Yellow Cab,4
416,27775.0,Pink Cab,2
417,27775.0,Yellow Cab,2
418,29939.0,Pink Cab,2
419,29939.0,Yellow Cab,2
420,29405.0,Pink Cab,1
421,29405.0,Yellow Cab,2
422,28735.0,Yellow Cab,3
423,27400.0,Pink Cab,1
424,27400.0,Yellow Cab,1
425,27302.0,Pink Cab,1
426,27302.0,Yellow Cab,3
427,29251.0,Yellow Cab,2
428,28615.0,Yellow Cab,3
429,28314.0,Pink Cab,1
430,28314.0,Yellow Cab,1
431,29403.0,Yellow Cab,3
432,29424.0,Pink Cab,1
433,29424.0,Yellow Cab,6
434,28631.0,Pink Cab,3
435,28631.0,Yellow Cab,2
436,27133.0,Yellow Cab,5
437,29745.0,Pink Cab,1
438,29745.0,Yellow Cab,5
439,28721.0,Yellow Cab,6
440,28688.0,Pink Cab,2
441,28688.0,Yellow Cab,1
442,27743.0,Yellow Cab,2
443,28684.0,Pink Cab,2
444,28684.0,Yellow Cab,3
445,29734.0,Yellow Cab,1
446,28942.0,Pink Cab,1
447,28942.0,Yellow Cab,2
448,28947.0,Pink Cab,1
449,28947.0,Yellow Cab,1
450,28859.0,Yellow Cab,3
451,27244.0,Yellow Cab,4
452,28811.0,Pink Cab,2
453,28811.0,Yellow Cab,2
454,28240.0,Pink Cab,1
455,28240.0,Yellow Cab,4
456,27294.0,Pink Cab,2
457,27294.0,Yellow Cab,1
458,27418.0,Pink Cab,1
459,27418.0,Yellow Cab,2
460,27997.0,Pink Cab,2
461,27071.0,Pink Cab,1
462,27071.0,Yellow Cab,3
463,29122.0,Yellow Cab,4
464,27007.0,Yellow Cab,2
465,28633.0,Yellow Cab,2
466,27251.0,Yellow Cab,2
467,28161.0,Pink Cab,1
468,28161.0,Yellow Cab,4
469,29950.0,Pink Cab,1
470,29950.0,Yellow Cab,4
471,29883.0,Pink Cab,1
472,29883.0,Yellow Cab,1
473,27081.0,Pink Cab,1
474,27081.0,Yellow Cab,3
475,29463.0,Yellow Cab,2
476,27285.0,Yellow Cab,4
477,28220.0,Pink Cab,1
478,28220.0,Yellow Cab,4
479,27533.0,Yellow Cab,5
480,29119.0,Yellow Cab,1
481,27587.0,Pink Cab,3
482,27587.0,Yellow Cab,3
483,29697.0,Yellow Cab,3
484,29656.0,Yellow Cab,2
485,27036.0,Yellow Cab,2
486,28060.0,Pink Cab,1
487,28060.0,Yellow Cab,3
488,28127.0,Pink Cab,1
489,28127.0,Yellow Cab,3
490,29316.0,Pink Cab,3
491,29316.0,Yellow Cab,1
492,29877.0,Pink Cab,2
493,29877.0,Yellow Cab,1
494,29218.0,Pink Cab,1
495,28853.0,Pink Cab,1
496,28853.0,Yellow Cab,4
497,27678.0,Pink Cab,1
498,27678.0,Yellow Cab,4
499,29323.0,Pink Cab,2
500,29323.0,Yellow Cab,1
501,29355.0,Pink Cab,2
502,29355.0,Yellow Cab,2
503,29441.0,Yellow Cab,1
504,27867.0,Pink Cab,1
505,27867.0,Yellow Cab,2
506,27491.0,Yellow Cab,3
507,29655.0,Yellow Cab,2
508,27980.0,Yellow Cab,4
509,27709.0,Pink Cab,1
510,27709.0,Yellow Cab,5
511,28083.0,Pink Cab,1
512,28083.0,Yellow Cab,1
513,27771.0,Yellow Cab,3
514,27520.0,Yellow Cab,2
515,27663.0,Pink Cab,1
516,27663.0,Yellow Cab,6
517,29199.0,Yellow Cab,5
518,27173.0,Yellow Cab,5
519,28872.0,Yellow Cab,2
520,29209.0,Pink Cab,1
521,29209.0,Yellow Cab,1
522,27401.0,Pink Cab,1
523,27401.0,Yellow Cab,3
524,29594.0,Pink Cab,1
525,29594.0,Yellow Cab,5
526,27265.0,Yellow Cab,3
527,28973.0,Pink Cab,1
528,28973.0,Yellow Cab,3
529,28438.0,Yellow Cab,1
530,27677.0,Pink Cab,1
531,27677.0,Yellow Cab,3
532,27717.0,Pink Cab,1
533,27717.0,Yellow Cab,3
534,27493.0,Yellow Cab,3
535,29884.0,Pink Cab,1
536,29884.0,Yellow Cab,2
537,29934.0,Pink Cab,2
538,29934.0,Yellow Cab,1
539,28442.0,Pink Cab,1
540,28442.0,Yellow Cab,4
541,28108.0,Pink Cab,2
542,28108.0,Yellow Cab,1
543,29347.0,Pink Cab,1
544,27689.0,Pink Cab,2
545,27689.0,Yellow Cab,3
546,29585.0,Yellow Cab,4
547,29139.0,Yellow Cab,1
548,28089.0,Yellow Cab,3
549,28327.0,Yellow Cab,4
550,28206.0,Pink Cab,1
551,28206.0,Yellow Cab,2
552,29725.0,Yellow Cab,1
553,27187.0,Yellow Cab,3
554,29522.0,Yellow Cab,2
555,27576.0,Yellow Cab,4
556,27327.0,Pink Cab,1
557,27327.0,Yellow Cab,4
558,27755.0,Yellow Cab,3
559,29421.0,Pink Cab,1
560,29421.0,Yellow Cab,2
561,29832.0,Pink Cab,1
562,29832.0,Yellow Cab,2
563,29001.0,Yellow Cab,2
564,29830.0,Yellow Cab,1
565,28330.0,Pink Cab,1
566,28330.0,Yellow Cab,3
567,29464.0,Pink Cab,2
568,29464.0,Yellow Cab,2
569,29079.0,Yellow Cab,3
570,27360.0,Yellow Cab,3
571,29127.0,Pink Cab,1
572,29127.0,Yellow Cab,3
573,27633.0,Yellow Cab,2
574,28367.0,Yellow Cab,2
575,27308.0,Pink Cab,1
576,27308.0,Yellow Cab,4
577,28755.0,Yellow Cab,1
578,28737.0,Pink Cab,2
579,28737.0,Yellow Cab,3
580,28439.0,Pink Cab,2
581,28439.0,Yellow Cab,2
582,29878.0,Pink Cab,2
583,27508.0,Pink Cab,2
584,27531.0,Pink Cab,1
585,27531.0,Yellow Cab,3
586,28434.0,Pink Cab,1
587,28434.0,Yellow Cab,3
588,27359.0,Pink Cab,2
589,29762.0,Pink Cab,1
590,29762.0,Yellow Cab,1
591,28070.0,Pink Cab,1
592,28070.0,Yellow Cab,6
593,28146.0,Yellow Cab,3
594,28355.0,Pink Cab,1
595,28355.0,Yellow Cab,2
596,29913.0,Pink Cab,2
597,29913.0,Yellow Cab,3
598,28162.0,Yellow Cab,1
599,27627.0,Yellow Cab,1
600,29631.0,Pink Cab,1
601,29631.0,Yellow Cab,4
602,28354.0,Yellow Cab,1
603,28594.0,Pink Cab,1
604,28594.0,Yellow Cab,1
605,27124.0,Pink Cab,1
606,27124.0,Yellow Cab,3
607,28780.0,Pink Cab,1
608,28780.0,Yellow Cab,1
609,28219.0,Yellow Cab,3
610,27453.0,Pink Cab,1
611,27453.0,Yellow Cab,3
612,28262.0,Yellow Cab,2
613,28507.0,Yellow Cab,3
614,29197.0,Pink Cab,1
615,29197.0,Yellow Cab,2
616,27830.0,Yellow Cab,4
617,28039.0,Yellow Cab,2
618,27337.0,Yellow Cab,3
619,29813.0,Yellow Cab,2
620,29361.0,Pink Cab,1
621,29361.0,Yellow Cab,9
622,27646.0,Yellow Cab,4
623,29783.0,Yellow Cab,2
624,27403.0,Pink Cab,1
625,27403.0,Yellow Cab,5
626,28524.0,Pink Cab,1
627,28524.0,Yellow Cab,2
628,29677.0,Pink Cab,1
629,29677.0,Yellow Cab,2
630,28604.0,Pink Cab,2
631,28604.0,Yellow Cab,3
632,29081.0,Pink Cab,1
633,29081.0,Yellow Cab,5
634,28984.0,Pink Cab,3
635,29041.0,Pink Cab,1
636,29041.0,Yellow Cab,2
637,29992.0,Pink Cab,2
638,28802.0,Pink Cab,2
639,28662.0,Pink Cab,1
640,28662.0,Yellow Cab,1
641,27445.0,Yellow Cab,5
642,28558.0,Yellow Cab,2
643,28313.0,Yellow Cab,5
644,29658.0,Yellow Cab,3
645,29665.0,Yellow Cab,1
646,28521.0,Pink Cab,1
647,28521.0,Yellow Cab,2
648,27977.0,Yellow Cab,1
649,29173.0,Yellow Cab,2
650,27383.0,Yellow Cab,5
651,29859.0,Yellow Cab,3
652,28391.0,Yellow Cab,4
653,28758.0,Pink Cab,2
654,28758.0,Yellow Cab,2
655,27141.0,Pink Cab,1
656,27141.0,Yellow Cab,2
657,29035.0,Yellow Cab,5
658,28817.0,Yellow Cab,2
659,28706.0,Yellow Cab,3
660,27557.0,Yellow Cab,3
661,27303.0,Pink Cab,2
662,27303.0,Yellow Cab,2
663,29414.0,Pink Cab,1
664,29414.0,Yellow Cab,2
665,29513.0,Yellow Cab,5
666,29834.0,Yellow Cab,2
667,27218.0,Pink Cab,1
668,27218.0,Yellow Cab,4
669,29154.0,Pink Cab,2
670,29154.0,Yellow Cab,5
671,28585.0,Pink Cab,2
672,28585.0,Yellow Cab,1
673,29112.0,Pink Cab,3
674,27249.0,Pink Cab,2
675,28005.0,Pink Cab,2
676,28005.0,Yellow Cab,1
677,29827.0,Pink Cab,1
678,29827.0,Yellow Cab,2
679,29061.0,Yellow Cab,3
680,28025.0,Pink Cab,1
681,28025.0,Yellow Cab,2
682,27217.0,Pink Cab,3
683,27217.0,Yellow Cab,4
684,28008.0,Yellow Cab,1
685,28979.0,Yellow Cab,1
686,28645.0,Pink Cab,2
687,28645.0,Yellow Cab,3
688,29349.0,Yellow Cab,3
689,27211.0,Yellow Cab,1
690,27026.0,Yellow Cab,4
691,27859.0,Yellow Cab,1
692,29882.0,Yellow Cab,4
693,27120.0,Pink Cab,1
694,27120.0,Yellow Cab,4
695,29142.0,Pink Cab,1
696,29142.0,Yellow Cab,3
697,28627.0,Yellow Cab,6
698,27805.0,Yellow Cab,3
699,28575.0,Yellow Cab,3
700,29622.0,Yellow Cab,2
701,28659.0,Yellow Cab,7
702,28754.0,Pink Cab,1
703,28754.0,Yellow Cab,1
704,28652.0,Pink Cab,1
705,28652.0,Yellow Cab,2
706,28026.0,Pink Cab,3
707,27582.0,Pink Cab,3
708,27582.0,Yellow Cab,1
709,27661.0,Pink Cab,2
710,27661.0,Yellow Cab,1
711,27584.0,Pink Cab,1
712,27584.0,Yellow Cab,2
713,28021.0,Pink Cab,1
714,28021.0,Yellow Cab,4
715,27334.0,Pink Cab,1
716,27334.0,Yellow Cab,1
717,27452.0,Pink Cab,2
718,27452.0,Yellow Cab,3
719,29561.0,Yellow Cab,2
720,28634.0,Pink Cab,1
721,28634.0,Yellow Cab,3
722,27804.0,Pink Cab,2
723,27804.0,Yellow Cab,4
724,27346.0,Pink Cab,1
725,27346.0,Yellow Cab,4
726,27962.0,Pink Cab,1
727,27962.0,Yellow Cab,2
728,28055.0,Pink Cab,1
729,28055.0,Yellow Cab,2
730,29126.0,Yellow Cab,1
731,28841.0,Yellow Cab,4
732,27126.0,Yellow Cab,2
733,29684.0,Yellow Cab,1
734,28845.0,Yellow Cab,3
735,28596.0,Pink Cab,1
736,28596.0,Yellow Cab,6
737,28549.0,Pink Cab,1
738,28549.0,Yellow Cab,2
739,28450.0,Pink Cab,1
740,28450.0,Yellow Cab,1
741,29458.0,Yellow Cab,5
742,27252.0,Pink Cab,2
743,27252.0,Yellow Cab,4
744,29426.0,Yellow Cab,4
745,28509.0,Yellow Cab,2
746,28172.0,Pink Cab,1
747,28172.0,Yellow Cab,1
748,29292.0,Yellow Cab,3
749,28460.0,Yellow Cab,4
750,27905.0,Pink Cab,1
751,27905.0,Yellow Cab,1
752,27275.0,Pink Cab,5
753,27275.0,Yellow Cab,2
754,29951.0,Pink Cab,3
755,29951.0,Yellow Cab,2
756,29063.0,Pink Cab,1
757,29063.0,Yellow Cab,2
758,27536.0,Pink Cab,2
759,27536.0,Yellow Cab,2
760,27912.0,Pink Cab,2
761,27912.0,Yellow Cab,3
762,27333.0,Yellow Cab,3
763,28647.0,Yellow Cab,2
764,27497.0,Pink Cab,2
765,27497.0,Yellow Cab,2
766,28918.0,Yellow Cab,5
767,27299.0,Pink Cab,2
768,27299.0,Yellow Cab,4
769,27595.0,Pink Cab,1
770,27595.0,Yellow Cab,3
771,29955.0,Yellow Cab,3
772,29371.0,Yellow Cab,2
773,28334.0,Pink Cab,2
774,28334.0,Yellow Cab,2
775,27113.0,Pink Cab,1
776,27113.0,Yellow Cab,1
777,28806.0,Pink Cab,1
778,28806.0,Yellow Cab,2
779,29577.0,Pink Cab,1
780,29577.0,Yellow Cab,1
781,29040.0,Yellow Cab,2
782,27045.0,Pink Cab,1
783,27045.0,Yellow Cab,3
784,28683.0,Pink Cab,1
785,28683.0,Yellow Cab,2
786,29809.0,Yellow Cab,1
787,29868.0,Yellow Cab,3
788,29803.0,Yellow Cab,2
789,27840.0,Yellow Cab,1
790,29137.0,Pink Cab,2
791,29137.0,Yellow Cab,2
792,28051.0,Pink Cab,1
793,28051.0,Yellow Cab,4
794,29784.0,Pink Cab,2
795,29784.0,Yellow Cab,4
796,28794.0,Pink Cab,1
797,28794.0,Yellow Cab,1
798,27074.0,Pink Cab,1
799,27074.0,Yellow Cab,1
800,28809.0,Pink Cab,1
801,28809.0,Yellow Cab,3
802,27868.0,Yellow Cab,3
803,29060.0,Yellow Cab,4
804,29434.0,Pink Cab,1
805,29434.0,Yellow Cab,3
806,27574.0,Yellow Cab,2
807,28058.0,Yellow Cab,3
808,29236.0,Yellow Cab,4
809,28029.0,Yellow Cab,2
810,29277.0,Pink Cab,1
811,29277.0,Yellow Cab,3
812,27475.0,Pink Cab,1
813,27475.0,Yellow Cab,5
814,29082.0,Yellow Cab,4
815,27645.0,Yellow Cab,1
816,27077.0,Yellow Cab,1
817,29941.0,Yellow Cab,5
818,27716.0,Pink Cab,1
819,27716.0,Yellow Cab,3
820,28149.0,Pink Cab,1
821,28149.0,Yellow Cab,4
822,29480.0,Pink Cab,1
823,29480.0,Yellow Cab,2
824,28332.0,Yellow Cab,3
825,27608.0,Yellow Cab,3
826,28311.0,Pink Cab,1
827,28311.0,Yellow Cab,2
828,29949.0,Pink Cab,1
829,29949.0,Yellow Cab,4
830,28851.0,Pink Cab,1
831,28851.0,Yellow Cab,7
832,29175.0,Yellow Cab,1
833,27930.0,Yellow Cab,2
834,27770.0,Yellow Cab,3
835,27132.0,Yellow Cab,4
836,29647.0,Pink Cab,1
837,29647.0,Yellow Cab,2
838,27188.0,Pink Cab,1
